mol_id,atom_idx,P_seed42,P_seed123,P_seed999
mobley_6917738,9,0.042534,0.042365,0.042578
mobley_6917738,10,0.203383,0.203008,0.203252
mobley_6917738,11,0.231762,0.231318,0.231572
mobley_6917738,12,-1.176800,-1.174146,-1.177483
mobley_6917738,13,-1.412259,-1.408819,-1.412871
mobley_6929123,0,-0.968208,-0.966218,-0.965685
mobley_6929123,1,-0.978213,-0.978140,-0.977496
mobley_6929123,2,-0.098115,-0.099038,-0.098504
mobley_6929123,3,-1.002364,-1.002494,-1.003550
mobley_6929123,4,-0.057614,-0.057392,-0.060395
mobley_6929123,5,-1.116134,-1.116022,-1.115716
mobley_6929123,6,0.257151,0.256567,0.256946
mobley_6929123,7,0.263221,0.262495,0.263115
mobley_6929123,8,0.257151,0.256567,0.256946
mobley_6929123,9,0.170940,0.170811,0.170400
mobley_6929123,10,0.170940,0.170811,0.170401
mobley_6935906,0,-0.949609,-0.947115,-0.947664
mobley_6935906,1,0.085725,0.084796,0.084385
mobley_6935906,2,-0.604741,-0.603798,-0.603449
mobley_6935906,3,-0.376196,-0.375252,-0.376206
mobley_6935906,4,-0.560347,-0.558949,-0.559631
mobley_6935906,5,0.135896,0.134647,0.134827
mobley_6935906,6,-0.796175,-0.794000,-0.794788
mobley_6935906,7,-0.469379,-0.468459,-0.468909
mobley_6935906,8,-0.800608,-0.798891,-0.798870
mobley_6935906,9,-2.004148,-2.004023,-2.004301
mobley_6935906,10,-0.212754,-0.213051,-0.212624
mobley_6935906,11,-1.293465,-1.292544,-1.293512
mobley_6935906,12,-0.825805,-0.823502,-0.824534
mobley_6935906,13,-0.946377,-0.943935,-0.944413
mobley_6935906,14,0.315218,0.314383,0.314994
mobley_6935906,15,0.335111,0.334133,0.334901
mobley_6935906,16,0.347805,0.346816,0.347580
mobley_6935906,17,-0.033521,-0.033170,-0.033552
mobley_6935906,18,0.132699,0.132601,0.132448
mobley_6935906,19,0.154473,0.154294,0.154130
mobley_6935906,20,0.218096,0.217629,0.217797
mobley_6935906,21,0.324135,0.323235,0.323844
mobley_6935906,22,0.197929,0.197419,0.197787
mobley_6935906,23,0.246507,0.245865,0.246328
mobley_6935906,24,0.310321,0.309538,0.310038
mobley_6935906,25,-0.079568,-0.079126,-0.079510
mobley_6935906,26,-0.015207,-0.014889,-0.015242
mobley_6935906,27,-0.000474,-0.000243,-0.000486
mobley_6935906,28,0.329267,0.328757,0.328646
mobley_6935906,29,0.316636,0.315959,0.316245
mobley_6935906,30,0.294273,0.293816,0.293728
mobley_6935906,31,0.291525,0.290811,0.291303
mobley_6935906,32,0.354659,0.353619,0.354448
mobley_6935906,33,0.301369,0.300563,0.301170
mobley_6973347,0,-0.760075,-0.757999,-0.758988
mobley_6973347,1,-0.534603,-0.533837,-0.533557
mobley_6973347,2,-1.463214,-1.463487,-1.462615
mobley_6973347,3,-0.131016,-0.131739,-0.131104
mobley_6973347,4,-1.886109,-1.886153,-1.886283
mobley_6973347,5,-0.821759,-0.819452,-0.820510
mobley_6973347,6,0.280759,0.280202,0.280398
mobley_6973347,7,0.394402,0.393382,0.394035
mobley_6973347,8,0.394401,0.393382,0.394035
mobley_6973347,9,0.139076,0.138889,0.138920
mobley_6973347,10,0.139076,0.138889,0.138920
mobley_6973347,11,0.315833,0.315167,0.315450
mobley_6973347,12,0.293516,0.293081,0.292951
mobley_6973347,13,0.293517,0.293082,0.292952
mobley_6978427,0,-0.968863,-0.966882,-0.966336
mobley_6978427,1,-0.691135,-0.690734,-0.690189
mobley_6978427,2,-0.364058,-0.364035,-0.363252
mobley_6978427,3,-1.569445,-1.568564,-1.569780
mobley_6978427,4,-0.062399,-0.062133,-0.063825
mobley_6978427,5,-0.468943,-0.468045,-0.468386
mobley_6978427,6,-0.352702,-0.351746,-0.353008
mobley_6978427,7,-0.426035,-0.424933,-0.426007
mobley_6978427,8,-0.358794,-0.357998,-0.358864
mobley_6978427,9,-0.470388,-0.469400,-0.469921
mobley_6978427,10,0.262863,0.262133,0.262749
mobley_6978427,11,0.257056,0.256479,0.256845
mobley_6978427,12,0.256662,0.256089,0.256444
mobley_6978427,13,-0.132506,-0.131678,-0.132684
mobley_6978427,14,0.108192,0.107866,0.108199
mobley_6978427,15,0.076015,0.075926,0.075960
mobley_6978427,16,0.061236,0.061232,0.061184
mobley_6978427,17,0.109943,0.109801,0.109711
mobley_6978427,18,0.190317,0.189766,0.190223
mobley_6978427,19,0.061386,0.061391,0.061325
mobley_6978427,20,0.067424,0.067395,0.067371
mobley_6978427,21,0.105701,0.105361,0.105709
mobley_6978427,22,0.071821,0.071861,0.071656
mobley_6978427,23,0.113314,0.112955,0.113326
mobley_6981465,0,-0.879157,-0.876772,-0.877582
mobley_6981465,1,-0.084515,-0.085068,-0.085003
mobley_6981465,2,-0.838136,-0.835915,-0.836609
mobley_6981465,3,-1.809003,-1.809344,-1.808671
mobley_6981465,4,-0.133773,-0.134435,-0.133880
mobley_6981465,5,-1.699639,-1.699266,-1.699820
mobley_6981465,6,-0.822711,-0.820400,-0.821459
mobley_6981465,7,0.443903,0.442686,0.443511
mobley_6981465,8,0.321865,0.321148,0.321476
mobley_6981465,9,0.308046,0.307281,0.307767
mobley_6981465,10,0.039139,0.039152,0.039182
mobley_6981465,11,0.337873,0.337081,0.337499
mobley_6981465,12,0.428344,0.427162,0.427954
mobley_6981465,13,0.261266,0.260827,0.260790
mobley_6981465,14,0.315993,0.315324,0.315609
mobley_6981465,15,0.293421,0.292984,0.292852
mobley_6981465,16,0.293786,0.293346,0.293224
mobley_6988468,0,-0.607214,-0.605126,-0.606825
mobley_6988468,1,-0.491269,-0.490179,-0.491021
mobley_6988468,2,0.011931,0.010869,0.011516
mobley_6988468,3,-0.580161,-0.579450,-0.579053
mobley_6988468,4,-0.217422,-0.217210,-0.217740
mobley_6988468,5,-0.473526,-0.473090,-0.472882
mobley_6988468,6,-0.273327,-0.273453,-0.272877
mobley_6988468,7,-1.352527,-1.352621,-1.352558
mobley_6988468,8,0.045365,0.044865,0.045416
mobley_6988468,9,0.381455,0.380225,0.381320
mobley_6988468,10,0.278826,0.278138,0.278662
mobley_6988468,11,0.205724,0.205324,0.205617
mobley_6988468,12,0.000630,0.000442,0.000746
mobley_6988468,13,-0.205394,-0.204948,-0.205061
mobley_6988468,14,-0.144734,-0.144119,-0.144523
mobley_6988468,15,-0.239189,-0.238531,-0.238868
mobley_6988468,16,-0.116269,-0.115841,-0.115952
mobley_7009711,0,-0.896520,-0.894188,-0.894807
mobley_7009711,1,0.085077,0.084115,0.083736
mobley_7009711,2,-0.672343,-0.671346,-0.670748
mobley_7009711,3,0.086770,0.085794,0.085422
mobley_7009711,4,-0.537794,-0.537015,-0.536882
mobley_7009711,5,-0.188164,-0.188723,-0.188128
mobley_7009711,6,-0.611781,-0.610847,-0.610551
mobley_7009711,7,-3.217880,-3.217817,-3.220256
mobley_7009711,8,-0.892156,-0.889833,-0.890461
mobley_7009711,9,0.311494,0.310573,0.311360
mobley_7009711,10,0.275271,0.274574,0.275108
mobley_7009711,11,0.271022,0.270337,0.270865
mobley_7009711,12,-0.059468,-0.059102,-0.059405
mobley_7009711,13,-0.119561,-0.118910,-0.119534
mobley_7009711,14,-0.084106,-0.083649,-0.084013
mobley_7009711,15,0.011704,0.013450,0.009920
mobley_7009711,16,0.272975,0.272286,0.272813
mobley_7009711,17,0.314041,0.313108,0.313906
mobley_7009711,18,0.271885,0.271200,0.271725
mobley_7010316,0,-0.450743,-0.449616,-0.450584
mobley_7010316,1,-0.433868,-0.432749,-0.433794
mobley_7010316,2,-0.509163,-0.507841,-0.508824
mobley_7010316,3,-0.255608,-0.255569,-0.255573
mobley_7010316,4,-0.461710,-0.460461,-0.461594
mobley_7010316,5,-0.433893,-0.432776,-0.433813
mobley_7010316,6,-3.222390,-3.222132,-3.224641
mobley_7010316,7,0.063254,0.063240,0.063186
mobley_7010316,8,0.201007,0.200411,0.200904
mobley_7010316,9,0.063533,0.063526,0.063470
mobley_7010316,10,0.197520,0.196919,0.197426
mobley_7010316,11,0.246851,0.246117,0.246691
mobley_7010316,12,0.103150,0.103093,0.102962
mobley_7010316,13,-0.050084,-0.049840,-0.050013
mobley_7010316,14,0.072822,0.072875,0.072633
mobley_7010316,15,0.297075,0.296111,0.296900
mobley_7010316,16,0.063598,0.063590,0.063534
mobley_7010316,17,0.199192,0.198580,0.199091
mobley_7010316,18,0.082749,0.084279,0.080860
mobley_7015518,0,-1.023777,-1.021603,-1.021086
mobley_7015518,1,-0.634903,-0.635349,-0.633188
mobley_7015518,2,-1.023777,-1.021603,-1.021086
mobley_7015518,3,0.270523,0.269821,0.270360
mobley_7015518,4,0.328543,0.327685,0.328313
mobley_7015518,5,0.328542,0.327684,0.328311
mobley_7015518,6,0.328544,0.327685,0.328313
mobley_7015518,7,0.270523,0.269821,0.270360
mobley_7015518,8,0.328544,0.327685,0.328313
mobley_7017274,0,-0.379477,-0.379100,-0.379190
mobley_7017274,1,-0.382872,-0.382505,-0.382567
mobley_7017274,2,-0.382774,-0.382260,-0.382578
mobley_7017274,3,-0.102383,-0.102908,-0.102984
mobley_7017274,4,-0.082637,-0.083317,-0.083244
mobley_7017274,5,-0.427127,-0.426625,-0.426657
mobley_7017274,6,-0.402088,-0.401583,-0.401776
mobley_7017274,7,-0.402096,-0.401591,-0.401784
mobley_7017274,8,-0.082638,-0.083318,-0.083246
mobley_7017274,9,-0.102389,-0.102915,-0.102991
mobley_7017274,10,-0.382783,-0.382269,-0.382587
mobley_7017274,11,-0.382879,-0.382512,-0.382574
mobley_7017274,12,-0.379476,-0.379100,-0.379190
mobley_7017274,13,-0.427130,-0.426629,-0.426661
mobley_7017274,14,-0.148936,-0.148276,-0.148774
mobley_7017274,15,-0.149130,-0.148468,-0.148974
mobley_7017274,16,-0.240211,-0.239282,-0.239923
mobley_7017274,17,-0.165770,-0.165048,-0.165581
mobley_7017274,18,-0.168296,-0.167552,-0.168100
mobley_7017274,19,-0.168301,-0.167557,-0.168105
mobley_7017274,20,-0.240209,-0.239280,-0.239921
mobley_7017274,21,-0.149136,-0.148473,-0.148979
mobley_7017274,22,-0.148934,-0.148274,-0.148772
mobley_7017274,23,-0.165778,-0.165056,-0.165589
mobley_7039935,0,-0.378562,-0.378191,-0.378279
mobley_7039935,1,-0.379255,-0.378898,-0.378960
mobley_7039935,2,-0.395246,-0.395059,-0.394623
mobley_7039935,3,-0.074418,-0.075037,-0.075127
mobley_7039935,4,-0.076327,-0.077041,-0.076934
mobley_7039935,5,-0.427682,-0.427172,-0.427216
mobley_7039935,6,-0.428745,-0.428225,-0.428280
mobley_7039935,7,-0.356079,-0.355736,-0.355898
mobley_7039935,8,-0.460664,-0.460022,-0.460127
mobley_7039935,9,-0.265792,-0.266169,-0.265465
mobley_7039935,10,-3.011555,-3.011018,-3.014048
mobley_7039935,11,-0.148212,-0.147554,-0.148050
mobley_7039935,12,-0.148274,-0.147617,-0.148120
mobley_7039935,13,-0.181722,-0.180833,-0.181658
mobley_7039935,14,-0.166909,-0.166189,-0.166715
mobley_7039935,15,-0.166613,-0.165894,-0.166419
mobley_7039935,16,-0.148902,-0.148236,-0.148734
mobley_7039935,17,-0.112453,-0.111917,-0.112298
mobley_7039935,18,0.041296,0.042983,0.039470
mobley_7047032,0,-0.918788,-0.916469,-0.917096
mobley_7047032,1,0.880422,0.877755,0.874479
mobley_7047032,2,-0.918787,-0.916469,-0.917095
mobley_7047032,3,-0.918786,-0.916468,-0.917094
mobley_7047032,4,-1.254756,-1.254763,-1.255204
mobley_7047032,5,0.394862,0.393689,0.394616
mobley_7047032,6,0.121315,0.121333,0.121624
mobley_7047032,7,0.121315,0.121332,0.121624
mobley_7047032,8,0.394863,0.393690,0.394617
mobley_7047032,9,0.121314,0.121332,0.121624
mobley_7047032,10,0.121314,0.121331,0.121623
mobley_7047032,11,0.121314,0.121331,0.121623
mobley_7047032,12,0.121314,0.121331,0.121623
mobley_7047032,13,0.394861,0.393689,0.394615
mobley_7066554,0,-0.454929,-0.454325,-0.454413
mobley_7066554,1,-0.321763,-0.321626,-0.321842
mobley_7066554,2,0.517032,0.514673,0.512560
mobley_7066554,3,-0.320161,-0.320038,-0.320245
mobley_7066554,4,-0.381885,-0.381436,-0.381685
mobley_7066554,5,-0.225498,-0.226063,-0.225288
mobley_7066554,6,-3.239041,-3.238958,-3.241423
mobley_7066554,7,-1.152460,-1.152291,-1.152365
mobley_7066554,8,-0.120941,-0.120355,-0.120809
mobley_7066554,9,-0.337195,-0.335713,-0.336529
mobley_7066554,10,-0.335345,-0.333870,-0.334690
mobley_7066554,11,-0.161296,-0.160499,-0.161231
mobley_7066554,12,0.013338,0.015076,0.011553
mobley_7099614,0,-0.775484,-0.773865,-0.773874
mobley_7099614,1,-0.212749,-0.212795,-0.213283
mobley_7099614,2,-0.111279,-0.111157,-0.113612
mobley_7099614,3,-1.140651,-1.140494,-1.140460
mobley_7099614,4,0.039336,0.039495,0.039288
mobley_7099614,5,-0.024105,-0.023751,-0.024118
mobley_7099614,6,-0.205528,-0.204406,-0.204981
mobley_7099614,7,0.153440,0.153046,0.153260
mobley_7099614,8,0.229381,0.228815,0.229087
mobley_7106722,0,-0.836638,-0.834430,-0.835131
mobley_7106722,1,-0.382928,-0.381872,-0.383085
mobley_7106722,2,-0.671146,-0.669450,-0.670064
mobley_7106722,3,0.048913,0.048716,0.047225
mobley_7106722,4,-0.960697,-0.958149,-0.958708
mobley_7106722,5,-0.943068,-0.940589,-0.941124
mobley_7106722,6,0.424839,0.423616,0.424521
mobley_7106722,7,0.396781,0.395684,0.396462
mobley_7106722,8,0.280071,0.279392,0.279842
mobley_7106722,9,0.275317,0.274540,0.275095
mobley_7106722,10,0.257355,0.256688,0.257127
mobley_7106722,11,0.359900,0.358886,0.359572
mobley_7106722,12,0.285708,0.284975,0.285429
mobley_7106722,13,0.118009,0.117866,0.117817
mobley_7106722,14,0.355490,0.354529,0.355200
mobley_7106722,15,0.305624,0.304773,0.305412
mobley_7106722,16,0.453893,0.452490,0.453575
mobley_7106722,17,0.318868,0.318032,0.318612
mobley_7106722,18,0.318928,0.318127,0.318656
mobley_7106722,19,0.495482,0.493961,0.495133
mobley_7142697,0,-0.843131,-0.840906,-0.841596
mobley_7142697,1,-0.395997,-0.394985,-0.396059
mobley_7142697,2,-0.528724,-0.527339,-0.528278
mobley_7142697,3,-0.507896,-0.506672,-0.507560
mobley_7142697,4,-0.049933,-0.049603,-0.050742
mobley_7142697,5,-1.399447,-1.400988,-1.400546
mobley_7142697,6,0.412457,0.411293,0.412135
mobley_7142697,7,0.280205,0.279523,0.279978
mobley_7142697,8,0.412458,0.411294,0.412136
mobley_7142697,9,0.287008,0.286270,0.286744
mobley_7142697,10,0.287008,0.286270,0.286744
mobley_7142697,11,0.341560,0.340637,0.341283
mobley_7142697,12,0.341562,0.340639,0.341284
mobley_7142697,13,0.230984,0.230318,0.230721
mobley_7142697,14,0.230987,0.230320,0.230724
mobley_7142697,15,0.350169,0.349172,0.350015
mobley_7142697,16,0.350170,0.349174,0.350017
mobley_7142697,17,-1.227332,-1.224500,-1.228057
mobley_7142697,18,-1.227327,-1.224496,-1.228053
mobley_7150646,0,-0.418453,-0.418092,-0.417761
mobley_7150646,1,-0.418453,-0.418092,-0.417761
mobley_7150646,2,-0.190350,-0.190913,-0.190240
mobley_7150646,3,-0.418453,-0.418092,-0.417761
mobley_7150646,4,-0.418453,-0.418092,-0.417761
mobley_7150646,5,-0.190350,-0.190913,-0.190239
mobley_7150646,6,0.000000,0.000000,0.000000
mobley_7150646,7,0.000000,0.000000,0.000000
mobley_7150646,8,-0.101389,-0.100743,-0.101576
mobley_7150646,9,-0.101389,-0.100743,-0.101576
mobley_7150646,10,-0.101389,-0.100743,-0.101576
mobley_7150646,11,-0.101389,-0.100743,-0.101576
mobley_7157427,0,-0.843133,-0.840909,-0.841599
mobley_7157427,1,-0.396853,-0.395840,-0.396911
mobley_7157427,2,-0.519798,-0.518457,-0.519350
mobley_7157427,3,-0.494508,-0.493188,-0.494194
mobley_7157427,4,-0.359430,-0.358419,-0.359964
mobley_7157427,5,-0.300932,-0.300225,-0.301619
mobley_7157427,6,-0.114676,-0.114447,-0.117010
mobley_7157427,7,-1.149766,-1.149604,-1.149640
mobley_7157427,8,0.280200,0.279519,0.279973
mobley_7157427,9,0.412505,0.411341,0.412184
mobley_7157427,10,0.412434,0.411270,0.412113
mobley_7157427,11,0.287119,0.286382,0.286855
mobley_7157427,12,0.287451,0.286712,0.287187
mobley_7157427,13,0.337352,0.336430,0.337048
mobley_7157427,14,0.340672,0.339734,0.340368
mobley_7157427,15,0.343117,0.342153,0.342838
mobley_7157427,16,0.330460,0.329552,0.330173
mobley_7157427,17,0.251468,0.250771,0.251323
mobley_7157427,18,0.103575,0.103627,0.103853
mobley_7157427,19,0.079427,0.079581,0.079742
mobley_7157427,20,0.219282,0.218729,0.219136
mobley_7157427,21,0.281669,0.280876,0.281347
mobley_7157427,22,0.152950,0.152616,0.152722
mobley_7176248,0,-0.839466,-0.837243,-0.838000
mobley_7176248,1,-0.314413,-0.313635,-0.315000
mobley_7176248,2,0.152719,0.153366,0.150776
mobley_7176248,3,-1.292860,-1.290960,-1.291594
mobley_7176248,4,0.080813,0.081406,0.079378
mobley_7176248,5,-0.404564,-0.403591,-0.404733
mobley_7176248,6,-0.842104,-0.839865,-0.840619
mobley_7176248,7,-0.117982,-0.119442,-0.117126
mobley_7176248,8,0.240434,0.239384,0.238713
mobley_7176248,9,-0.359260,-0.359236,-0.359870
mobley_7176248,10,-0.043486,-0.044002,-0.043855
mobley_7176248,11,-0.353391,-0.353360,-0.354132
mobley_7176248,12,0.230455,0.229534,0.228739
mobley_7176248,13,-1.324206,-1.323349,-1.323616
mobley_7176248,14,-0.506935,-0.506111,-0.503984
mobley_7176248,15,-0.132944,-0.130471,-0.130064
mobley_7176248,16,-0.010567,-0.011458,-0.012908
mobley_7176248,17,-0.167281,-0.167283,-0.167276
mobley_7176248,18,-0.167226,-0.167226,-0.167227
mobley_7176248,19,-0.167226,-0.167225,-0.167226
mobley_7176248,20,-1.332941,-1.332396,-1.332527
mobley_7176248,21,-0.417539,-0.415938,-0.414718
mobley_7176248,22,-0.047102,-0.044701,-0.044053
mobley_7176248,23,0.418225,0.417057,0.417942
mobley_7176248,24,0.404631,0.403520,0.404344
mobley_7176248,25,0.279788,0.279110,0.279560
mobley_7176248,26,-0.037810,-0.037700,-0.038004
mobley_7176248,27,-0.062020,-0.062000,-0.061867
mobley_7176248,28,0.256544,0.255908,0.256545
mobley_7176248,29,0.156014,0.155885,0.155787
mobley_7176248,30,-0.024065,-0.024363,-0.023832
mobley_7176248,31,0.142232,0.141834,0.142121
mobley_7176248,32,0.003277,0.003361,0.003214
mobley_7176248,33,-0.026578,-0.026607,-0.026736
mobley_7176248,34,0.421457,0.420267,0.421163
mobley_7176248,35,0.401151,0.400060,0.400865
mobley_7176248,36,0.279308,0.278634,0.279085
mobley_7176248,37,-0.197321,-0.196109,-0.197325
mobley_7176248,38,-0.198281,-0.197148,-0.198039
mobley_7176290,0,-0.354541,-0.354167,-0.354403
mobley_7176290,1,-0.471387,-0.471076,-0.470569
mobley_7176290,2,0.470316,0.468826,0.467797
mobley_7176290,3,-0.475984,-0.475569,-0.475241
mobley_7176290,4,-0.196809,-0.197349,-0.196784
mobley_7176290,5,-0.471895,-0.471300,-0.471293
mobley_7176290,6,-3.216908,-3.216827,-3.219276
mobley_7176290,7,-1.348493,-1.348465,-1.348421
mobley_7176290,8,-0.323607,-0.323637,-0.319931
mobley_7176290,9,-0.327518,-0.327564,-0.323843
mobley_7176290,10,-0.146617,-0.145958,-0.146447
mobley_7176290,11,-0.276911,-0.276013,-0.276612
mobley_7176290,12,-0.274665,-0.273674,-0.274445
mobley_7176290,13,-0.118656,-0.118085,-0.118530
mobley_7176290,14,0.017749,0.019481,0.015962
mobley_718988,0,-0.843141,-0.840917,-0.841607
mobley_718988,1,-0.396905,-0.395892,-0.396963
mobley_718988,2,-0.521981,-0.520635,-0.521525
mobley_718988,3,-0.497715,-0.496381,-0.497378
mobley_718988,4,-0.502703,-0.501335,-0.502384
mobley_718988,5,-0.505176,-0.503960,-0.504852
mobley_718988,6,-0.049864,-0.049534,-0.050673
mobley_718988,7,-1.399446,-1.400988,-1.400545
mobley_718988,8,0.412467,0.411303,0.412145
mobley_718988,9,0.280201,0.279520,0.279974
mobley_718988,10,0.412467,0.411303,0.412145
mobley_718988,11,0.287299,0.286561,0.287035
mobley_718988,12,0.287298,0.286560,0.287034
mobley_718988,13,0.339397,0.338465,0.339092
mobley_718988,14,0.339398,0.338467,0.339094
mobley_718988,15,0.337437,0.336497,0.337151
mobley_718988,16,0.337437,0.336496,0.337150
mobley_718988,17,0.339357,0.338425,0.339097
mobley_718988,18,0.339358,0.338426,0.339098
mobley_718988,19,0.230473,0.229807,0.230210
mobley_718988,20,0.230474,0.229808,0.230211
mobley_718988,21,0.350168,0.349171,0.350014
mobley_718988,22,0.350167,0.349170,0.350013
mobley_718988,23,-1.227329,-1.224497,-1.228055
mobley_718988,24,-1.227326,-1.224494,-1.228052
mobley_7200804,0,-0.375726,-0.375400,-0.375435
mobley_7200804,1,-0.371883,-0.371507,-0.371677
mobley_7200804,2,-0.435689,-0.435213,-0.434909
mobley_7200804,3,-0.176868,-0.177372,-0.177487
mobley_7200804,4,-0.269325,-0.269784,-0.268698
mobley_7200804,5,-0.373582,-0.373117,-0.373451
mobley_7200804,6,-3.019983,-3.019736,-3.023869
mobley_7200804,7,-0.167238,-0.167238,-0.167238
mobley_7200804,8,-0.145944,-0.145301,-0.145786
mobley_7200804,9,-0.143917,-0.143279,-0.143748
mobley_7200804,10,-0.133474,-0.132861,-0.133283
mobley_7200804,11,-0.161433,-0.160641,-0.161350
mobley_7200804,12,0.007349,0.009066,0.005616
mobley_7203421,0,-0.843146,-0.840922,-0.841611
mobley_7203421,1,-0.397040,-0.396026,-0.397097
mobley_7203421,2,-0.527151,-0.525804,-0.526685
mobley_7203421,3,-0.423646,-0.422684,-0.423435
mobley_7203421,4,-0.584002,-0.582601,-0.583420
mobley_7203421,5,0.063741,0.062489,0.063270
mobley_7203421,6,-2.599838,-2.601112,-2.600455
mobley_7203421,7,-1.406680,-1.408451,-1.407942
mobley_7203421,8,0.280201,0.279520,0.279974
mobley_7203421,9,0.412462,0.411298,0.412141
mobley_7203421,10,0.412465,0.411301,0.412143
mobley_7203421,11,0.287517,0.286778,0.287253
mobley_7203421,12,0.287512,0.286773,0.287248
mobley_7203421,13,0.339719,0.338793,0.339419
mobley_7203421,14,0.339625,0.338700,0.339325
mobley_7203421,15,0.282652,0.282068,0.282283
mobley_7203421,16,0.282618,0.282034,0.282247
mobley_7203421,17,0.135304,0.135302,0.134849
mobley_7203421,18,0.158556,0.158463,0.158096
mobley_7203421,19,-1.443215,-1.439444,-1.444174
mobley_7203421,20,-1.461728,-1.458166,-1.462310
mobley_7227357,0,-0.846677,-0.844737,-0.844810
mobley_7227357,1,-0.417107,-0.415933,-0.417185
mobley_7227357,2,-0.367179,-0.366855,-0.366668
mobley_7227357,3,-0.417107,-0.415933,-0.417185
mobley_7227357,4,-0.846677,-0.844736,-0.844810
mobley_7227357,5,-3.284757,-3.284492,-3.287004
mobley_7227357,6,0.282315,0.281609,0.282095
mobley_7227357,7,0.479171,0.477811,0.478739
mobley_7227357,8,0.342388,0.341581,0.341983
mobley_7227357,9,0.215195,0.214846,0.214847
mobley_7227357,10,0.276174,0.275549,0.275829
mobley_7227357,11,0.189373,0.188911,0.189189
mobley_7227357,12,0.276174,0.275549,0.275829
mobley_7227357,13,0.215195,0.214846,0.214848
mobley_7227357,14,0.479171,0.477811,0.478740
mobley_7227357,15,0.282315,0.281608,0.282094
mobley_7227357,16,0.342388,0.341581,0.341983
mobley_7227357,17,0.192323,0.193327,0.190405
mobley_7239499,0,-0.376836,-0.376494,-0.376538
mobley_7239499,1,-0.376895,-0.376554,-0.376597
mobley_7239499,2,-0.394660,-0.394156,-0.394422
mobley_7239499,3,-0.181487,-0.182019,-0.181627
mobley_7239499,4,-0.179342,-0.179863,-0.179467
mobley_7239499,5,-0.394729,-0.394224,-0.394490
mobley_7239499,6,-1.386336,-1.387550,-1.384738
mobley_7239499,7,-0.160070,-0.160611,-0.160322
mobley_7239499,8,-0.394217,-0.393715,-0.394000
mobley_7239499,9,-0.357661,-0.357333,-0.357494
mobley_7239499,10,-0.328068,-0.327909,-0.328127
mobley_7239499,11,0.514589,0.512402,0.509986
mobley_7239499,12,-0.093414,-0.094228,-0.094097
mobley_7239499,13,-0.509925,-0.511154,-0.509422
mobley_7239499,14,-1.132285,-1.132172,-1.131983
mobley_7239499,15,-0.144844,-0.144204,-0.144684
mobley_7239499,16,-0.144772,-0.144131,-0.144611
mobley_7239499,17,-0.129446,-0.128853,-0.129284
mobley_7239499,18,-0.129747,-0.129152,-0.129588
mobley_7239499,19,-0.128213,-0.127630,-0.128045
mobley_7239499,20,-0.145216,-0.144566,-0.145050
mobley_7239499,21,-0.318382,-0.316964,-0.317767
mobley_7261305,0,-1.366280,-1.366752,-1.366615
mobley_7261305,1,-1.366281,-1.366753,-1.366616
mobley_7261305,2,-1.200007,-1.197259,-1.200607
mobley_7261305,3,-1.289869,-1.286744,-1.290448
mobley_7261305,4,-1.289916,-1.286791,-1.290494
mobley_7261305,5,-1.200027,-1.197279,-1.200626
mobley_7295828,0,-0.919155,-0.917138,-0.916978
mobley_7295828,1,-1.144833,-1.145203,-1.143804
mobley_7295828,2,-0.262915,-0.263332,-0.262541
mobley_7295828,3,-0.414850,-0.414317,-0.414479
mobley_7295828,4,-0.379578,-0.379239,-0.379255
mobley_7295828,5,-0.400789,-0.400413,-0.400373
mobley_7295828,6,-0.379824,-0.379471,-0.379501
mobley_7295828,7,-0.486064,-0.485315,-0.485408
mobley_7295828,8,0.286269,0.285484,0.286137
mobley_7295828,9,0.174942,0.174538,0.174911
mobley_7295828,10,0.174941,0.174537,0.174911
mobley_7295828,11,-0.129740,-0.129205,-0.129545
mobley_7295828,12,-0.146509,-0.145862,-0.146348
mobley_7295828,13,-0.145393,-0.144757,-0.145238
mobley_7295828,14,-0.149778,-0.149119,-0.149616
mobley_7295828,15,-0.183102,-0.182107,-0.183171
mobley_7298388,0,-0.893859,-0.891531,-0.892158
mobley_7298388,1,0.070154,0.069239,0.068823
mobley_7298388,2,-0.530583,-0.529930,-0.529630
mobley_7298388,3,-0.355120,-0.354724,-0.354988
mobley_7298388,4,-0.470479,-0.470169,-0.469674
mobley_7298388,5,0.471361,0.469904,0.468826
mobley_7298388,6,-0.604918,-0.604302,-0.603514
mobley_7298388,7,-1.348480,-1.348452,-1.348408
mobley_7298388,8,-0.323003,-0.323036,-0.319332
mobley_7298388,9,-0.329598,-0.329637,-0.325931
mobley_7298388,10,0.312761,0.311834,0.312626
mobley_7298388,11,0.271216,0.270532,0.271057
mobley_7298388,12,0.273582,0.272891,0.273420
mobley_7298388,13,-0.107549,-0.107026,-0.107438
mobley_7298388,14,-0.147607,-0.146941,-0.147436
mobley_7298388,15,-0.276382,-0.275485,-0.276083
mobley_7298388,16,-0.219289,-0.218563,-0.219036
mobley_7326706,0,-0.762635,-0.760578,-0.761513
mobley_7326706,1,-0.519331,-0.518614,-0.518212
mobley_7326706,2,-1.784051,-1.777484,-1.783719
mobley_7326706,3,-0.357102,-0.347325,-0.374434
mobley_7326706,4,-0.899461,-0.899228,-0.899897
mobley_7326706,5,-0.497483,-0.488157,-0.496201
mobley_7326706,6,-0.519904,-0.519204,-0.518838
mobley_7326706,7,-0.762369,-0.760314,-0.761250
